Column,Type,NumUniqueValues
LVL3_COUGH_M_S_DT_LVL3_O2_SATUR_M_S_DT_BEFORE,numerical,2
LVL3_HYPOXEM_M_S_DT_LVL3_PNEU_M_S_DT_AFTER,numerical,2
LVL3_O2_THER_M_S_DT_LVL3_PRED_LRX_M_S_DT_AFTER,numerical,2
LVL3_ACUT_RESP_INF_M_S_DT_LVL3_O2_SATUR_M_S_DT_BEFORE,numerical,2
LVL3_ANTI_BIO_LRX_M_S_DT_LVL3_RESP_FAIL_M_S_DT_AFTER,numerical,2
LVL3_GERD_LRX_M_S_DT_LVL3_O2_THER_M_S_DT_BEFORE,numerical,2
LVL3_O2_THER_M_S_DT_LVL3_PNEU_M_S_DT_AFTER,numerical,2
LVL3_O2_THER_M_S_DT_LVL3_SOB_DYSP_M_S_DT_AFTER,numerical,2
LVL3_O2_THER_M_S_DT_LVL3_O_PULM_F_T_M_S_DT_AFTER,numerical,2
LVL3_COUGH_M_S_DT_LVL3_O2_THER_M_S_DT_BEFORE,numerical,2
LVL3_MAL_FATIG_M_S_DT_LVL3_O_PULM_F_T_M_S_DT_BEFORE,numerical,2
LVL3_CHEST_PN_M_S_DT_LVL3_RESP_FAIL_M_S_DT_BEFORE,numerical,2
LVL3_HYPOXEM_M_S_DT_LVL3_SOB_DYSP_M_S_DT_AFTER,numerical,2
LVL3_CHEST_PN_M_S_DT_LVL3_GERD_LRX_M_S_DT_BEFORE,numerical,2
LVL3_CHEST_PN_M_S_DT_LVL3_O2_THER_M_S_DT_BEFORE,numerical,2
LVL3_CHEST_XRAY_M_S_DT_LVL3_RESP_FAIL_M_S_DT_BEFORE,numerical,2
label,numerical,1
int_O_PULM_F_T_O2_THER,numerical,2
int_O_PULM_F_T_6_M_WALK,numerical,2
